nationality,arrival_airport_iata,departure_airport_iata,departure_year,departure_month,departure_day,departure_date,arrival_airport_description,departure_airport_description,arrival_city,departure_city,arrival_country_code,departure_country_code,arrival_country,departure_country,zone,entries,investigated,alarms,document_type,gender,age_group,transit_flag,airline,flight_number,control_outcome,operator_notes,risk_code,Tipo Documento,FASCIA ETA,ALARM_REASON_INTERPOL,ALARM_REASON_Manuale,ALARM_REASON_NSIS,ALARM_REASON_No information provided,ALARM_REASON_SDI,ALARM_REASON_TSC,RISK_FLAG_HIGH,RISK_FLAG_LOW,RISK_FLAG_MEDIUM,total_alarms_day,day_of_week,is_weekend,month,alarm_rate,investigation_rate,airport_historical_avg_rate,rate_deviation,alarm_rate_yesterday,rolling_7d_avg_rate,airport_historical_avg_entries,traffic_multiplier,zone_risk_weight
ALB,CIA,TIA,2024,1,8,2024-01-08 19:45:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,107.0,107.0,13.0,VISTO,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8360,,,,VISTO,0-17,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.102803738317757,1.0,0.6164055349566835,-0.5136017966389265,0.0873015873015873,0.12623955372228093,79.5841439688716,1.344488922841864,5.0
ALB,MXP,TIA,2024,1,8,2024-01-08 19:45:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,105.0,105.0,23.0,PERMESSO DI SOGGIORNO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46609,SEGNALATO,,,PERMESSO DI SOGGIORNO,0-17,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.10476190476190476,1.0,0.6164055349566835,-0.5116436301947788,0.102803738317757,0.12521151633910338,79.5841439688716,1.3193582887700535,2.0
ALB,FCO,TIA,2024,1,8,2024-01-08 19:55:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,67.0,0.0,0.0,N.D.,M,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46691,OK,,,N.D.,18-30,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.16417910447761194,0.0,0.6164055349566835,-0.4522264304790715,0.10476190476190476,0.10674285227773415,79.5841439688716,0.8418762414056531,5.0
ALB,BLQ,TIA,2024,1,8,2024-01-08 19:55:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,119.0,119.0,24.0,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,,OK,,,PERMESSO DI SOGGIORNO,46-60,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.09243697478991597,1.0,0.6164055349566835,-0.5239685601667675,0.16417910447761194,0.11233986720310728,79.5841439688716,1.495272727272727,8.0
ALB,BRI,TIA,2024,1,8,2024-01-08 20:05:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9.0,59.0,59.0,62.0,N.D.,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,OK,,,N.D.,46-60,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.1864406779661017,1.0,0.6164055349566835,-0.4299648569905818,0.09243697478991597,0.11072035147228665,79.5841439688716,0.7413537051184109,9.0
ALB,CTA,TIA,2023,1,10,2024-01-08 20:30:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7.0,0.0,26.0,5.0,N.D.,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8370,IN ATTESA,,,N.D.,0-17,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.0,0.0,0.6164055349566835,-0.6164055349566835,0.1864406779661017,0.12369013776558069,79.5841439688716,0.0,7.0
ALB,VRN,TIA,2024,1,8,2024-01-08 20:55:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,104.0,104.0,15.0,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43849,SEGNALATO,,,PERMESSO DI SOGGIORNO,31-45,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.10576923076923077,1.0,0.6164055349566835,-0.5106363041874528,0.0,0.10541771251641123,79.5841439688716,1.3067929717341482,4.0
N.D.,BDS,TIA,2024,1,8,2024-01-08 21:00:00,PAPOLA CASALE,RINAS MOTHER TERESA,BRINDISI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9.0,54.0,54.0,8.0,VISTO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W44817,OK,,,VISTO,0-17,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.2037037037037037,1.0,0.6164055349566835,-0.41270183125297977,0.10576923076923077,0.10805594729750316,79.5841439688716,0.6785271199388846,9.0
ALB,PSA,TIA,2024,1,8,2024-01-08 21:50:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,113.0,113.0,22.0,N.D.,M,0-17,SINGOLA TRATTA,RYANAIR DAC,FR8391,OK,,,N.D.,0-17,1.0,3.0,2.0,3.0,1.0,1.0,0.0,11.0,0.0,11.0,0,0,1,0.09734513274336283,1.0,0.6164055349566835,-0.5190604022133206,0.2037037037037037,0.12247022806692412,79.5841439688716,1.4198808250572956,8.0
ALB,NAP,TIA,2024,1,9,2024-01-09 05:35:00,NAPOLI CAPODICHINO,RINAS MOTHER TERESA,NAPOLI,TIRANA,ITA,ALB,ITALIA,ALBANIA,6.0,2.0,0.0,0.0,VISTO,M,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,IN ATTESA,,,VISTO,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,7.5,0.0,0.6164055349566835,6.883594465043316,0.09734513274336283,0.12141068920713241,79.5841439688716,0.02513063407181054,6.0
ALB,LIN,TIA,2024,1,9,2024-01-09 05:35:00,LINATE,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,1.0,0.0,0.0,PERMESSO DI SOGGIORNO,F,61+,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,FERMATO,,,PERMESSO DI SOGGIORNO,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,15.0,0.0,0.6164055349566835,14.383594465043316,7.5,1.1693851028531879,79.5841439688716,0.01256531703590527,2.0
ALB,FCO,TIA,2024,1,9,2024-01-09 05:35:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,21.0,0.0,0.0,PERMESSO DI SOGGIORNO,F,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,,,,PERMESSO DI SOGGIORNO,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.7142857142857143,0.0,0.6164055349566835,0.09788017932903081,15.0,3.299036963597486,79.5841439688716,0.26387165775401067,5.0
ALB,GOA,TIA,2024,1,9,2024-01-09 05:35:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,ALB,ITALIA,ALBANIA,1.0,3.0,0.0,0.0,PERMESSO DI SOGGIORNO,F,46-60,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,OK,,,PERMESSO DI SOGGIORNO,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,5.0,0.0,0.6164055349566835,4.383594465043316,0.7142857142857143,3.374443397357431,79.5841439688716,0.037695951107715814,1.0
ALB,SUF,TIA,2024,1,19,2024-01-09 05:35:00,LAMEZIA TERME,RINAS MOTHER TERESA,LAMEZIA TERME,TIRANA,ITA,ALB,ITALIA,ALBANIA,6.0,1.0,0.0,0.0,N.D.,N.D.,0-17,SINGOLA TRATTA,ITA AIRWAYS,AZ0507,,,,N.D.,0-17,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,15.0,0.0,0.6164055349566835,14.383594465043316,5.0,4.088729111643145,79.5841439688716,0.01256531703590527,6.0
ALB,FCO,TIA,2024,1,9,2024-01-09 06:10:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,91.0,91.0,4.0,PASSAPORTO,,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43857,RESPINTO,,,PASSAPORTO,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.16483516483516483,1.0,0.6164055349566835,-0.4515703701215187,15.0,6.216476364390397,79.5841439688716,1.1434438502673796,5.0
ALB,BGY,TIA,2024,1,9,2024-01-09 06:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,AL,ITALIA,ALBANIA,2.0,106.0,106.0,16.0,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43845,FERMATO,,,PERMESSO DI SOGGIORNO,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.14150943396226415,1.0,0.6164055349566835,-0.47489610099441937,0.16483516483516483,6.2109237159806066,79.5841439688716,1.3319236058059587,2.0
ALB,MXP,TIA,2024,1,9,2024-01-09 06:20:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,112.0,112.0,12.0,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W46607,SEGNALATO,,,N.D.,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.13392857142857142,1.0,0.6164055349566835,-0.4824769635281121,0.14150943396226415,6.2172329018690204,79.5841439688716,1.4073155080213904,2.0
ALB,TSF,TIA,2024,1,9,2024-01-09 06:50:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,84.0,84.0,15.0,PASSAPORTO,F,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W43851,FERMATO,,,PASSAPORTO,N.D.,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.17857142857142858,1.0,0.6164055349566835,-0.4378341063852549,0.13392857142857142,5.164936983501674,79.5841439688716,1.0554866310160427,4.0
ALB,PSA,TIA,2024,1,9,2024-01-09 06:50:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,132.0,132.0,21.0,PERMESSO DI SOGGIORNO,N.D.,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W43853,RESPINTO,SEGNALAZIONE ESTERNA,,PERMESSO DI SOGGIORNO,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.11363636363636363,1.0,0.6164055349566835,-0.5027691713203198,0.17857142857142858,3.0475900447261637,79.5841439688716,1.6586218487394957,8.0
ALB,TRN,TIA,2024,1,9,2024-01-09 06:55:00,SANDRO PERTINI,RINAS MOTHER TERESA,TORINO,TIRANA,ITA,ALB,ITALIA,ALBANIA,1.0,132.0,132.0,17.0,VISTO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W46603,,,,VISTO,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.11363636363636363,1.0,0.6164055349566835,-0.5027691713203198,0.11363636363636363,2.961782994633399,79.5841439688716,1.6586218487394957,1.0
ALB,FLR,TIA,2024,1,9,2024-01-09 07:20:00,FIRENZE PERETOLA,RINAS MOTHER TERESA,FIRENZE,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,97.0,97.0,,PERMESSO DI SOGGIORNO,M,31-45,SINGOLA TRATTA,ALBAWINGS,2B0267,IN ATTESA,,,PERMESSO DI SOGGIORNO,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.15463917525773196,1.0,0.6164055349566835,-0.4617663596989515,0.11363636363636363,2.263731046581451,79.5841439688716,1.2188357524828113,8.0
ALB,PSA,TIA,2024,1,9,2024-01-09 07:30:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,70.0,70.0,12.0,N.D.,M,61+,SINGOLA TRATTA,AIR ALBANIA,ZB2009,SEGNALATO,,,N.D.,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.21428571428571427,1.0,0.6164055349566835,-0.4021198206709692,0.15463917525773196,0.1429652144754126,79.5841439688716,0.8795721925133689,8.0
ALB,CIA,TIA,2024,1,9,2024-01-09 08:25:00,CIAMPINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,134.0,134.0,14.0,CARTA D'IDENTITÀ,F,N.D.,SINGOLA TRATTA,RYANAIR DAC,FR8360,SEGNALATO,,,CARTA D'IDENTITÀ,N.D.,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.11194029850746269,1.0,0.6164055349566835,-0.5044652364492208,0.21428571428571427,0.15002957868263397,79.5841439688716,1.6837524828113062,5.0
ALB,BGY,TIA,2024,1,9,2024-01-09 10:15:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,134.0,134.0,19.0,PASSAPORTO,N.D.,61+,SINGOLA TRATTA,RYANAIR DAC,N.D.,OK,,,PASSAPORTO,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.11194029850746269,1.0,0.6164055349566835,-0.5044652364492208,0.11194029850746269,0.1458054164748052,79.5841439688716,1.6837524828113062,2.0
ALB,RMI,TIA,2023,1,9,2024-01-09 10:30:00,MIRAMARE,RINAS MOTHER TERESA,RIMINI,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,119.0,119.0,20.0,N.D.,N.D.,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W43875,IN ATTESA,,,N.D.,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.12605042016806722,1.0,0.6164055349566835,-0.49035511478861626,0.11194029850746269,0.1426642346289325,79.5841439688716,1.495272727272727,8.0
ALB,AOI,TIA,2024,1,9,2024-01-09 11:15:00,FALCONARA,RINAS MOTHER TERESA,ANCONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,104.0,104.0,18.0,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W43855,OK,,,N.D.,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.14423076923076922,1.0,0.6164055349566835,-0.47217476572591427,0.12605042016806722,0.1351612334284523,79.5841439688716,1.3067929717341482,8.0
ALB,PSR,TIA,2024,1,9,2024-01-09 11:15:00,LIBERI,RINAS MOTHER TERESA,PESCARA,TIRANA,ITA,ALB,ITALIA,ALBANIA,9.0,118.0,118.0,16.0,CARTA D'IDENTITÀ,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43863,FERMATO,,,CARTA D'IDENTITÀ,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.1271186440677966,1.0,0.6164055349566835,-0.4892868908888869,0.14423076923076922,0.13953186279908167,79.5841439688716,1.4827074102368218,9.0
ALB,BLQ,TIA,2024,1,9,2024-01-09 11:30:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,129.0,129.0,134.0,VISTO,F,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43877,IN ATTESA,,,VISTO,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.11627906976744186,1.0,0.6164055349566835,-0.5001264651892416,0.1271186440677966,0.14145790286071497,79.5841439688716,1.62092589763178,8.0
ALB,BRI,TIA,2024,1,9,2024-01-09 11:35:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,AL,ITALIA,ALBANIA,9.0,112.0,112.0,13.0,CARTA D'IDENTITÀ,M,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46601,OK,,,CARTA D'IDENTITÀ,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.13392857142857142,1.0,0.6164055349566835,-0.4824769635281121,0.11627906976744186,0.13597788779067352,79.5841439688716,1.4073155080213904,9.0
ALB,BGY,TIA,2024,1,9,2024-01-09 12:10:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,113.0,113.0,24.0,PASSAPORTO,F,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W43885,,,,PASSAPORTO,0-17,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.13274336283185842,1.0,0.6164055349566835,-0.4836621721248251,0.13392857142857142,0.12449829595393881,79.5841439688716,1.4198808250572956,2.0
ALB,VCE,TIA,2024,1,9,2024-01-09 12:30:00,VENEZIA MARCO POLO,RINAS MOTHER TERESA,VENEZIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,72.0,72.0,16.0,VISTO,N.D.,31-45,SINGOLA TRATTA,ALBAWINGS,2B0225,RESPINTO,,,VISTO,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.20833333333333334,1.0,0.6164055349566835,-0.4080722016233501,0.13274336283185842,0.12747016228599534,79.5841439688716,0.9047028265851794,4.0
ALB,VRN,TIA,2024,1,9,2024-01-09 12:40:00,VERONA VILLAFRANCA,RINAS MOTHER TERESA,VERONA,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,74.0,74.0,15.0,CARTA D'IDENTITÀ,N.D.,31-45,SINGOLA TRATTA,AIR ALBANIA,ZB2011,,,,CARTA D'IDENTITÀ,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.20270270270270271,1.0,0.6164055349566835,-0.41370283225398075,0.20833333333333334,0.1412405958325483,79.5841439688716,0.92983346065699,4.0
ALB,CIY,TIA,2024,1,9,2024-01-09 12:55:00,COMISO,RINAS MOTHER TERESA,COMISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,7.0,95.0,95.0,16.0,N.D.,M,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46673,RESPINTO,,,N.D.,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.15789473684210525,1.0,0.6164055349566835,-0.45851079811457823,0.20270270270270271,0.1521909219089248,79.5841439688716,1.1937051184110006,7.0
ALB,MXP,TIA,2024,1,9,2024-01-09 12:55:00,MALPENSA,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,103.0,103.0,20.0,VISTO,M,0-17,SINGOLA TRATTA,AIR ALBANIA,ZB2003,OK,,,VISTO,0-17,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.14563106796116504,1.0,0.6164055349566835,-0.47077446699551845,0.15789473684210525,0.1541429172819728,79.5841439688716,1.2942276546982427,2.0
ALB,CTA,TIA,2024,1,9,2024-01-09 13:10:00,FONTANAROSSA,RINAS MOTHER TERESA,CATANIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,7.0,71.0,71.0,7.0,CARTA D'IDENTITÀ,F,61+,SINGOLA TRATTA,WIZZ AIR MALTA,W46605,SEGNALATO,,,CARTA D'IDENTITÀ,61+,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.2112676056338028,1.0,0.6164055349566835,-0.4051379293228807,0.14563106796116504,0.1567875492667397,79.5841439688716,0.8921375095492742,7.0
ALB,PEG,TIA,2023,1,9,2024-01-09 14:15:00,SANT EGIDIO,RINAS MOTHER TERESA,PERUGIA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,135.0,124.0,23.0,VISTO,F,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W44811,IN ATTESA,,,VISTO,N.D.,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.1111111111111111,0.9185185185185185,0.6164055349566835,-0.5052944238455723,0.2112676056338028,0.17035734010479128,79.5841439688716,1.6963177998472114,5.0
ALB,BGY,TIA,2024,1,20,2024-01-09 14:55:00,ORIO AL SERIO,RINAS MOTHER TERESA,BERGAMO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,80.0,80.0,11.0,PERMESSO DI SOGGIORNO,M,46-60,SINGOLA TRATTA,WIZZ AIR MALTA,W43869,SEGNALATO,,,PERMESSO DI SOGGIORNO,46-60,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.1875,1.0,0.6164055349566835,-0.4289055349566835,0.1111111111111111,0.16709770291658269,79.5841439688716,1.0052253628724217,2.0
ALB,PSA,TIA,2024,1,9,2024-01-09 15:15:00,GALILEO GALILEI,RINAS MOTHER TERESA,PISA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,112.0,112.0,22.0,PERMESSO DI SOGGIORNO,F,N.D.,SINGOLA TRATTA,WIZZ AIR MALTA,W46649,FERMATO,,,PERMESSO DI SOGGIORNO,N.D.,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.13392857142857142,1.0,0.6164055349566835,-0.4824769635281121,0.1875,0.17492007965488862,79.5841439688716,1.4073155080213904,8.0
ALB,TSF,TIA,2024,1,9,2024-01-09 15:25:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,51.0,51.0,56.0,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W44809,IN ATTESA,,,N.D.,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.29411764705882354,1.0,0.6164055349566835,-0.32228788789785995,0.13392857142857142,0.16429082795420835,79.5841439688716,0.6408311688311688,4.0
ALB,TSF,TIA,2024,1,9,2024-01-09 15:25:00,TREVISO-SANT'ANGELO,RINAS MOTHER TERESA,TREVISO,TIRANA,ITA,ALB,ITALIA,ALBANIA,4.0,51.0,51.0,56.0,N.D.,F,18-30,SINGOLA TRATTA,WIZZ AIR MALTA,W44809,IN ATTESA,,,N.D.,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.29411764705882354,1.0,0.6164055349566835,-0.32228788789785995,0.29411764705882354,0.17735010571936846,79.5841439688716,0.6408311688311688,4.0
ALB,FLR,TIA,2024,1,9,2024-01-09 15:45:00,FIRENZE PERETOLA,RINAS MOTHER TERESA,FIRENZE,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,2.0,2.0,0.0,VISTO,M,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,,,,VISTO,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,7.5,1.0,0.6164055349566835,6.883594465043316,0.29411764705882354,0.19681052146461392,79.5841439688716,0.02513063407181054,8.0
ALB,BLQ,TIA,2024,1,9,2024-01-09 15:45:00,GUGLIELMO MARCONI,RINAS MOTHER TERESA,BOLOGNA,TIRANA,ITA,ALB,ITALIA,ALBANIA,8.0,1.0,1.0,0.0,PASSAPORTO,F,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,SEGNALATO,,,PASSAPORTO,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,15.0,1.0,0.6164055349566835,14.383594465043316,7.5,1.2474346546130188,79.5841439688716,0.01256531703590527,8.0
ALB,LIN,TIA,2024,1,9,2024-01-09 15:45:00,LINATE,RINAS MOTHER TERESA,MILANO,TIRANA,ITA,ALB,ITALIA,ALBANIA,2.0,4.0,4.0,1.0,PERMESSO DI SOGGIORNO,N.D.,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,SEGNALATO,,,PERMESSO DI SOGGIORNO,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,3.75,1.0,0.6164055349566835,3.1335944650433163,15.0,3.360110710951047,79.5841439688716,0.05026126814362108,2.0
ALB,FCO,TIA,2024,1,9,2024-01-09 15:45:00,FIUMICINO,RINAS MOTHER TERESA,ROMA,TIRANA,ITA,ALB,ITALIA,ALBANIA,5.0,47.0,47.0,11.0,N.D.,F,18-30,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,,,,CARTA D'IDENTITÀ,18-30,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.3191489361702128,1.0,0.6164055349566835,-0.2972565987864707,3.75,3.8799519807923173,79.5841439688716,0.5905699006875477,5.0
ALB,GOA,TIA,2024,1,9,2024-01-09 15:45:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,AL,ITALIA,ALBANIA,1.0,2.0,2.0,1.0,N.D.,F,0-17,SINGOLA TRATTA,ITA AIRWAYS,AZ0585,IN ATTESA,,,N.D.,0-17,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,7.5,1.0,0.6164055349566835,6.883594465043316,0.3191489361702128,3.898758971673776,79.5841439688716,0.02513063407181054,1.0
ALB,BRI,TIA,2024,1,9,2024-01-09 16:50:00,PALESE,RINAS MOTHER TERESA,BARI,TIRANA,ITA,ALB,ITALIA,ALBANIA,9.0,106.0,106.0,15.0,PASSAPORTO,M,0-17,SINGOLA TRATTA,WIZZ AIR MALTA,W46647,SEGNALATO,,,PASSAPORTO,0-17,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.14150943396226415,1.0,0.6164055349566835,-0.47489610099441937,7.5,4.951054890041123,79.5841439688716,1.3319236058059587,9.0
ALB,GOA,TIA,2024,1,9,2024-01-09 17:00:00,CRISTOFORO COLOMBO,RINAS MOTHER TERESA,GENOVA,TIRANA,ITA,ALB,ITALIA,ALBANIA,1.0,169.0,169.0,37.0,VISTO,F,31-45,SINGOLA TRATTA,WIZZ AIR MALTA,W46637,OK,,,VISTO,31-45,1.0,2.0,4.0,5.0,1.0,2.0,0.0,15.0,0.0,15.0,1,0,1,0.08875739644970414,1.0,0.6164055349566835,-0.5276481385069793,0.14150943396226415,4.929253716741614,79.5841439688716,2.123538579067991,1.0
